M1 >
(size of Audio: 48 X 13)
(M1 - size of Encoded: 48 X 2)
-0.570597 -0.684924 
0.141316 0.0615238 
-1.78876 -1.62174 
-0.967303 1.75298 
-0.512154 0.691494 
-0.691162 1.14798 
-0.990442 -0.173692 
-0.681421 1.85185 
-0.693695 1.26156 
-0.868643 3.0997 
-0.241315 0.170238 
-0.525553 0.490754 
-2.11373 -0.842809 
0.0446323 -0.573889 
0.933734 0.0867532 
-1.05388 1.42029 
0.0768395 -0.548073 
-1.07122 0.298014 
-0.87418 -0.165476 
-0.227843 -0.204119 
-0.611028 -0.323213 
-0.466992 -1.78356 
-0.993934 -0.798185 
-1.26144 0.908024 
-0.775979 -0.0304663 
-1.96768 0.440228 
-0.926805 -0.565641 
-1.1917 0.600488 
-1.5878 0.703637 
-0.319459 3.10723 
-2.04533 1.16699 
-0.974795 -0.789935 
-0.0992558 1.25 
-0.396583 -0.898794 
0.102424 1.59962 
-0.599991 -1.23168 
-1.7091 0.231818 
-1.3582 0.179133 
-0.298536 -0.990152 
-0.225783 0.0241305 
-0.34004 2.62029 
-1.0397 0.829486 
-2.42635 0.673315 
-1.84349 -1.08707 
-0.358565 1.03 
-0.421553 0.663182 
-0.373536 -0.646305 
-0.424888 1.19997 
-1.03164 0.224344 
-1.32207 -1.01321 
-0.681645 -0.184365 
-0.174141 2.10429 
-0.759519 -1.25746 
-0.446 2.33137 
-1.61656 0.771921 
-0.713877 0.606052 
-1.84223 -1.12021 
-1.2248 -0.00790666 
-1.81642 2.59084 
-0.679532 -0.184034 
-0.90916 -1.34278 
-0.672404 1.21897 
-1.14368 -1.03327 
-0.433561 -1.18742 
-0.470359 -1.14668 
-0.580974 -1.31897 
0.17811 -1.26222 
-0.113736 0.494179 
-1.49724 0.0291892 
-1.75416 0.177166 
-1.68624 0.735575 
-2.45749 -0.653301 
-1.26007 -0.829998 
-1.6008 2.11755 
-1.40669 1.66168 
-1.17421 -1.39365 
-2.20996 -0.294015 
-1.68596 1.33983 
-0.224397 1.13037 
-0.945123 0.231726 
-2.41107 1.69881 
-1.60436 1.2198 
-0.341074 -0.043874 
-1.39929 -0.0612984 
-0.11192 0.817596 
-0.787756 0.851856 
-0.617379 -2.91482 
-0.310385 -0.0665997 
-0.855348 1.13875 
-0.226691 0.512267 
-0.281888 1.44441 
-1.03168 -0.0462856 
-0.666117 -0.373846 
-1.34113 0.440524 
-1.5939 -0.885361 
-0.714459 -0.194087 
0.0481351 -0.513743 
-1.01105 1.44825 
-0.735339 1.25234 
-0.908405 -0.382184 
-2.54901 1.75409 
-1.47673 -3.33656 
-0.267259 1.7169 
-0.972133 -0.82711 
-0.075844 0.0345976 
-1.51367 0.650936 
-0.362472 0.0762182 
-1.55128 -0.136388 
-2.08386 -0.115233 
-0.713785 -1.5443 
-0.967983 2.68832 
-0.385991 0.259589 
-1.22318 0.49125 
-0.451865 0.630845 
-0.906256 -0.389955 
-1.33563 2.82004 
-1.2286 0.351668 
-2.34365 -0.319432 
-0.879835 -0.289839 
-0.111872 0.449562 
-1.88271 0.0535526 
-0.942425 1.58962 
-0.879461 0.168162 
-1.3707 1.32604 
-1.21006 0.918398 
-1.0497 1.21899 
-0.169541 0.963506 
-0.204646 -0.850287 
0.0642352 0.794916 
-0.264407 1.78764 
-1.3763 1.43255 
-1.53518 -0.214543 
-1.68742 0.956646 
-1.3428 1.09173 
-1.11649 -0.29615 
-1.37161 -1.35887 
-0.328999 -0.715074 
-0.527352 1.40311 
-1.22837 0.0299266 
0.0379243 1.9953 
-0.555838 0.939171 
-1.1076 0.733486 
-0.598025 -0.680195 
-1.09503 0.405166 
-0.683479 0.316179 
0.0305746 1.01225 
-1.24689 -0.672317 
-0.775211 -2.05167 
-0.607849 0.9178 
-0.143182 -0.353948 
-0.54441 -1.55284 
-0.297563 -0.745082 
-1.15704 0.735189 
-0.30433 3.67168 
-1.49926 0.395518 
-1.61016 2.68814 
-1.96892 0.950875 
-0.364753 0.831801 
-0.792307 0.153874 
-0.442826 1.54599 
-1.39998 2.28093 
-0.633075 1.97758 
-0.284504 0.174249 
-0.012091 1.18934 
-0.60125 0.819866 
-0.518743 1.91978 
-0.917182 -2.24617 
-1.12764 0.722927 
-0.528533 -0.292051 
-0.767575 0.978201 
-0.00424615 0.051764 
-0.388097 1.33641 
0.751687 1.2058 
-1.43995 -1.20043 
-0.0318978 -1.19078 
-0.955532 -1.05335 
-0.0350595 -1.05502 
-0.285418 -0.301405 
-0.396126 0.170159 
-2.33884 0.718067 
-1.85508 1.34804 
-2.03911 1.2526 
-1.2721 3.47099 
-1.12886 0.275604 
-1.52164 1.09497 
-1.46144 1.17905 
-1.18609 0.232425 
-0.6666 -0.166818 
-1.96299 -1.97199 
-1.51722 -0.100416 
-0.804778 -0.32241 
-0.520785 3.51393 
0.01064 -0.410006 
-1.66384 1.77279 
-1.11648 0.925507 
-1.1232 0.448216 
-1.12066 -1.65833 
-1.85885 -0.358443 
-0.88312 1.51775 
-0.267101 0.865392 
-0.645827 -0.759522 
-1.47039 -0.502406 
-0.0193858 -0.199301 
-1.49282 -1.1579 
-0.825203 0.176768 
-2.23719 -0.0070886 
-1.41191 -0.126753 
-2.6245 1.57665 
-0.388963 0.27068 
-0.920892 0.165879 
-1.12945 -0.0139927 
-2.19565 1.14653 
-0.731618 0.406711 
-1.25433 3.59207 
-1.61539 0.40584 
-1.13851 1.63846 
-0.75938 -2.08457 
-0.393743 -1.71566 
-1.25206 -0.646786 
-0.0941235 -1.8999 
-0.940287 -0.113777 
-1.42108 -0.981667 
-0.955123 0.121873 
-1.07639 -0.888446 
-0.653988 -1.90519 
-1.12253 1.27951 
-1.66245 1.12643 
-0.719767 1.53764 
-1.10306 1.02318 
-0.573143 0.529531 
-1.7006 2.63864 
-0.19948 -1.20331 
-1.09955 -1.23382 
-1.19746 0.306504 
-1.71749 -0.883954 
-1.30947 1.5612 
-2.36527 1.68876 
-1.56519 3.47748 
-2.28605 0.938783 
-1.51566 1.98614 
-1.10071 0.516405 
-2.10441 -1.91807 
-0.97284 -0.637519 
-1.57798 -1.21721 
-0.700263 -0.240368 
-1.37681 0.52773 
-1.03031 -2.3779 
-1.18761 -2.35342 
-1.15028 -0.943841 
-0.956512 0.81835 
0.163197 2.27711 
-0.655932 0.896925 
-1.20989 -1.42363 
-0.44258 2.4914 
-0.866639 1.18251 
-0.639002 -0.0704635 
-0.274464 -0.704959 
-1.38846 1.60993 
-1.67624 -0.999321 
-0.919245 0.59518 
-0.726196 0.426843 
-2.70507 1.155 
-1.483 2.1678 
-1.55658 -0.827863 
-0.937947 -0.253249 
-1.23515 0.537511 
-1.6333 -0.892303 
-0.0351827 -0.687942 
-1.06531 -1.02088 
-2.08305 2.96372 
-1.03274 2.3446 
-1.774 0.54525 
-0.606296 0.628609 
-1.10063 -2.63055 
-1.10269 2.79898 
-1.01011 0.42603 
0.381517 0.632148 
-0.146222 -1.34409 
-0.783486 0.377344 
-0.908133 2.48837 
-2.16541 0.403775 
-1.37244 1.45614 
-1.16483 -1.36485 
-0.487925 -0.0541523 
-1.16927 0.130018 
-1.94582 -1.00889 
-1.34342 0.129329 
-0.543025 -0.724114 
-1.43741 -1.08702 
-1.01072 -1.08774 
0.157624 -1.70342 
-0.583093 -1.2162 
-0.412816 -1.55527 
-0.726267 0.449039 
-0.504372 0.906172 
-1.84832 0.0717201 
-1.65922 0.640687 
-0.767057 -1.80441 
-1.18341 -3.41703 
-0.712904 1.25823 
-0.539548 -2.7806 
-0.24668 -2.3808 
-0.723872 -0.429037 
-1.87677 0.568109 
-1.94539 0.152357 
-0.435396 -0.214903 
-0.116649 -2.14484 
-0.72609 -0.664112 
-1.09636 -0.494652 
-0.250634 0.0880573 
-1.07565 0.690242 
0.198766 0.536922 
-1.45163 -2.01192 
-1.4785 0.354916 
-1.51101 1.30747 
-1.30446 0.419044 
-3.20744 3.88825 
-1.25747 -0.314679 
-2.10979 0.0584152 
-1.13705 -0.141313 
-1.46964 0.480349 
-2.62238 2.61528 
0.0466713 0.359195 
-1.10202 -0.586323 
-0.324761 0.753816 
-2.72694 0.0101784 
-1.29659 -0.0991718 
-1.68939 1.04516 
-1.38371 1.13259 
-1.20687 0.221653 
-0.0207562 -1.16912 
-0.428422 -0.800242 
-1.66638 2.27205 
-1.89047 -0.907193 
-1.71368 2.50754 
-0.977414 1.58911 
-1.82139 -1.33819 
0.726781 0.37762 
-1.68568 0.829194 
-2.50406 4.21108 
-1.29572 1.89629 
-1.57758 1.18961 
-0.390732 0.0785257 
0.410552 -0.0692628 
-1.77772 -0.485538 
-0.821541 -0.238934 
-0.325909 -0.373029 
-0.851099 -0.454711 
-2.03696 0.45496 
-0.599377 1.21563 
-0.416908 -0.217583 
-1.11037 0.933266 
-1.38266 0.42953 
-0.200255 0.546483 
-0.852886 1.79679 
-2.92309 -1.45027 
-1.02996 1.25037 
-1.02133 0.979388 
-1.02505 0.624335 
-2.3255 -2.05135 
0.0949187 -0.416825 
-0.504853 -0.265433 
0.137536 0.79237 
0.0211506 -0.33921 
-0.498285 0.102586 
-0.120488 -1.01798 
-2.03624 -2.63343 
-1.39816 -0.617111 
-0.276397 1.98566 
-1.6843 -0.0761294 
-1.37618 -0.314744 
-1.21157 1.07698 
-0.8352 -0.897545 
-0.604979 0.811003 
-0.765271 0.175939 
-0.848411 2.26156 
-1.64989 -0.983953 
-0.794707 1.1 
-1.64172 -0.424311 
-2.34177 -3.57713 
-1.04912 -1.13584 
-1.14916 -1.99639 
-0.782546 -0.38926 
-0.882057 -0.801172 
0.121834 0.212634 
-0.884259 1.24972 
-2.45733 0.467114 
-0.87547 0.0024363 
-1.29717 0.441419 
0.202787 -0.494304 
-0.126232 -1.91715 
-1.04306 0.73052 
-0.633758 -0.0270135 
-1.05158 -1.1357 
-0.395626 0.0230329 
-0.856434 -0.15802 
-1.51444 0.609921 
-1.02729 0.73497 
-0.760614 -0.691645 
-0.788922 -1.77823 
-0.826648 -0.13961 
-0.762227 -2.26552 
-0.0565992 -0.921558 
-0.57356 0.921281 
-0.622428 0.124371 
0.19727 -0.340058 
-0.440962 0.511247 
-1.76794 0.120759 
-2.27983 2.63699 
-0.826272 0.514258 
-1.16828 2.50241 
-0.996537 0.49087 
-0.339018 2.21238 
-2.02209 1.22391 
-0.456954 1.15537 
-2.18465 -0.889749 
0.335553 0.21748 
-0.58905 0.957398 
-0.74178 0.729052 
-1.16907 0.680687 
-1.64771 0.220466 
-1.1024 0.32621 
-0.409881 -0.538486 
-1.42944 0.947123 
-0.759091 -0.856728 
-1.3768 -0.206864 
-1.02881 0.370971 
-0.732607 -1.59865 
-0.477605 -0.0523527 
-0.413187 -1.88127 
-0.516189 -0.810051 
-2.64665 0.539948 
-0.0815039 0.836969 
-1.09149 1.03921 
-1.37775 0.92179 
0.324097 0.38217 
-0.313212 1.19855 
-1.88739 2.94786 
-1.1939 1.75999 
-2.30206 2.24393 
-1.07687 -0.0733228 
-1.37339 0.790267 
0.660514 -0.480353 
-1.19574 -1.53741 
-1.18084 1.86713 
-0.276177 -0.478451 
-1.27724 -1.64869 
-2.54885 -1.07257 
-0.368046 0.437829 
-0.803862 0.0653184 
-0.02427 -0.952906 
-2.09039 -0.768023 
0.104827 0.313363 
-1.35053 0.91948 
-0.30632 -0.274114 
-0.652257 -0.774398 
-2.47519 0.754493 
-2.78721 -0.371276 
0.291105 -0.445831 
-1.57205 2.32429 
-0.131704 1.2894 
-0.993582 -0.527636 
-0.370286 0.991473 
-0.935022 0.316514 
-0.622991 -0.411487 
-0.263998 -0.245844 
-0.229595 0.920999 
-0.188856 1.10117 
-0.481746 -0.144102 
-1.09429 -2.4574 
-1.24771 0.241529 
-0.925435 -0.381626 
-0.510582 0.046474 
-0.479206 2.42994 
-1.23546 0.788641 
-1.74636 -0.428357 
-0.275573 -2.03447 
-0.47934 0.0942361 
-0.310929 1.10174 
-0.774752 1.45164 
-1.51402 0.28076 
-0.452313 -1.19314 
-0.348479 0.1064 
-1.43328 0.410718 
-0.862094 0.990717 
-0.442045 0.611041 
-1.75296 1.35687 
-1.01768 2.75092 
-0.616495 1.14096 
-0.548049 1.038 
0.369067 1.30272 
-0.522907 0.733016 
-1.06777 -0.0866888 
-1.11064 -0.155066 
-0.708317 0.0484146 
-0.819038 0.0442122 
-1.66135 3.34785 
-1.00163 -0.554185 
-0.624094 1.14633 
-0.782804 2.85007 
-1.48378 1.59416 
-0.808462 -0.411121 
-1.57802 0.584195 
-0.548583 -1.04755 
-1.30436 0.871741 
-1.13754 1.01695 
-0.65353 -0.461406 
-1.31864 -1.22692 
-0.893645 -1.12699 
-0.777146 -0.0934348 
-1.99085 0.913716 
-0.973925 -0.336118 
-0.920477 1.07753 
-0.354618 1.02621 
-0.844023 -2.03499 
0.252461 -1.15402 
-1.31521 0.902186 
-1.9133 -0.97092 
-0.842353 0.44338 
-1.53727 -1.29002 
-0.647966 -0.882803 
-0.429807 -0.723941 
-1.52149 1.0699 
-1.56289 -3.12545 
-1.57585 0.54755 
-0.975296 -2.29026 
-0.973111 1.01267 
-0.491958 -0.277994 
-1.15456 -2.56706 
-0.660372 -0.779961 
-1.05906 0.548288 
-0.900112 -0.381492 
0.470634 0.070841 
-0.607641 1.73188 
-1.57522 -1.20834 
-0.74339 -2.17617 
-1.62865 0.823676 
-1.11716 1.39124 
-1.7725 1.13177 
-0.643954 -0.40846 
-0.542687 -0.142703 
-0.320868 -0.25748 
-1.2187 1.01903 
-1.8186 -1.6909 
-0.358168 0.391449 
-0.93092 -0.905096 
-0.48057 -1.00748 
-0.283558 -0.299336 
-0.973065 -0.928688 
-0.485898 1.55793 
-1.78154 -0.685106 
-1.38827 2.33298 
-1.28871 0.992768 
-1.14962 1.9577 
-0.0515941 -0.0137314 
-0.97191 2.99797 
0.0827891 -0.495192 
-0.329266 0.705072 
-0.919763 -2.46443 
-0.199732 -1.04743 
-1.59482 -1.29907 
0.389899 1.63898 
-0.761962 1.57591 
-0.719143 1.62938 
-1.07573 -1.41554 
-0.875985 -0.123438 
-0.585804 -2.01665 
-0.383686 -1.8993 
0.341955 -0.233487 
-0.213751 0.667243 
0.0450187 -0.371689 
0.315868 -0.141263 
-0.00222406 0.367718 
-0.51708 0.526541 
-0.765514 0.969333 
-0.293243 1.09515 
-0.426954 1.21394 
-0.0920452 0.775326 
-1.41055 -0.244463 
-0.684592 -2.34701 
-0.0429129 -0.969571 
-1.16471 -2.555 
-0.768679 -0.413217 
-0.446857 -0.134191 
-1.23631 1.15957 
-1.1186 0.130299 
-1.12988 0.79531 
-1.39418 2.25672 
-0.586577 0.59522 
-0.679015 0.402257 
-0.757856 -0.00295987 
0.22971 -1.01764 
-1.0021 0.369953 
-1.17018 0.0172002 
-1.47126 1.08287 
-2.21294 2.13077 
-1.62187 0.625996 
-2.03726 1.70298 
-1.23756 1.77701 
-1.26664 0.828772 
-1.5929 0.170148 
-0.771535 0.164693 
-0.144609 0.569315 
-1.22752 1.30958 
-0.880208 0.517383 
-0.757315 0.731597 
-1.38142 0.503868 
-1.04002 0.944863 
-0.473125 1.764 
-0.767498 -0.694683 
-1.51224 0.145506 
-0.0147349 -1.47913 
-2.18333 2.43284 
-0.737358 0.279124 
-0.494155 0.239757 
-0.572405 0.112567 
-2.13252 0.975829 
-0.532397 -0.302197 
0.622555 -0.724331 
0.0168673 -0.12875 
-0.802903 0.829979 
-0.0856176 1.34691 
-1.47166 -0.100358 
-0.838214 1.10639 
-0.691308 1.87453 
-0.907996 1.23937 
-0.671694 -0.503551 
-1.29993 0.44724 
-1.15542 1.31043 
-1.3755 0.926267 
-1.09245 -1.39882 
-0.769182 1.98366 
-1.58805 -1.26941 
-1.13981 -0.595949 
-0.516345 -0.515462 
-1.11876 1.18412 
-1.43609 -1.65634 
-0.673327 -1.28696 
-0.483036 -0.785872 
-0.214721 -1.52139 
0.107589 -1.72151 
-0.316693 -0.863586 
-0.804648 -0.0186093 
-0.279408 0.551304 
-0.0758416 0.759869 
-0.48007 -0.523951 
-0.330194 -0.620792 
-0.283878 -0.589946 
-0.125713 -1.61213 
-0.358846 -1.04208 
-0.528304 1.39708 
-0.842913 0.933606 
-0.419514 1.05476 
-0.327628 0.661608 
-0.920665 -0.626012 
-1.18111 0.660131 
-1.52356 0.421326 
-0.57823 3.4055 
-1.59657 3.12745 
-1.28619 1.2986 
-1.04873 2.06788 
-0.111555 -1.07925 
-1.75328 1.53954 
-1.52203 0.73334 
-1.4807 -0.493275 
-0.50174 1.41209 
-0.43073 -0.449642 
0.303843 0.469941 
-0.156533 0.233702 
-0.791126 -0.0746906 
0.361913 0.539187 
-0.152628 1.28072 
-0.776741 0.596854 
-1.64552 0.384841 
-0.363466 0.0603139 
-1.72863 0.671517 
-0.60175 -0.684532 
-0.768615 -1.02658 
-0.764172 -1.27979 
0.0450011 2.39641 
-1.08508 -0.357492 
-1.60428 -1.66751 
-0.661087 -1.57909 
-0.938247 -0.276604 
-1.2978 -2.20786 
-0.735379 -0.620699 
-0.989212 1.02075 
-1.20602 2.72238 
-1.34465 2.35745 
-0.0247547 0.620118 
-0.507174 1.33663 
0.122023 0.360934 
0.125026 -0.992833 
0.185046 -1.82819 
-0.169233 1.99389 
-0.369883 -0.599252 
-0.0880066 1.6815 
-0.746224 -0.520917 
-1.37097 1.9949 
-1.15013 -0.534355 
-0.508347 -0.861481 
-0.118152 0.758625 
-0.740535 -0.874283 
-0.925636 -1.60171 
-1.3813 1.04601 
-0.790868 1.18467 
-0.71288 0.366998 
-0.710129 -0.12998 
-0.99165 0.894039 
-0.397378 0.680393 
-2.74174 0.968273 
-1.21406 0.632656 
-1.70085 0.329965 
-0.597718 0.70057 
-1.68243 2.13001 
-1.37404 1.76938 
-0.792825 1.18364 
-1.07651 0.708173 
-1.8915 1.66782 
-0.376384 -1.24966 
0.368597 -0.755069 
-0.0764639 0.252017 
-0.78636 -3.03207 
-1.69048 2.41705 
-1.15648 0.847853 
-2.04767 0.570641 
-2.61245 0.54844 
-1.1063 1.41596 
-1.35207 0.296468 
0.301389 -0.193515 
-0.509151 -0.0650121 
-0.371361 0.707516 
-0.649194 0.422502 
-0.383423 -0.803934 
-0.642467 0.224072 
-1.86231 4.05596 
-0.872643 -0.925461 
-1.11079 -0.829194 
-0.57641 -1.11785 
-1.00999 0.637838 
-1.40561 1.11962 
-0.929024 0.0702451 
-0.697992 -0.456414 
0.330746 -1.37877 
-0.749508 -1.01945 
0.306654 -2.02508 
-0.105148 0.0402921 
-0.368506 0.492571 
-0.816383 -0.376789 
-1.47421 0.202287 
-1.45105 -0.547266 
0.131432 1.06645 
-0.455226 0.613294 
0.0544479 -0.812083 
-0.795633 1.04678 
-1.21948 -1.71302 
-1.0679 -1.98122 
-1.62574 -1.02231 
-1.08988 1.24433 
-1.7659 -0.441571 
-2.93507 -0.474208 
-2.67182 -0.0879382 
5.85887 7.37994 
3.67348 5.42159 
2.02102 6.62055 
1.83653 5.13801 
2.12408 5.27916 
0.588102 2.86301 
-0.551366 -0.214012 
1.5055 3.53722 
0.283051 1.49536 
-0.0448701 3.77462 
-0.523397 2.05214 
0.232379 2.57454 
-0.232002 2.84289 
-0.0902111 0.284292 
-0.154485 0.399238 
-1.35612 0.130777 
-0.0906044 -0.515738 
-0.582456 0.635078 
0.393638 0.494989 
2.35656 2.98011 
1.40757 2.79778 
-0.33046 3.25595 
0.0345233 0.932256 
-1.07994 -0.543843 
-1.44467 2.03686 
-0.243199 0.405248 
0.159707 -0.845274 
1.95119 4.18231 
0.163906 3.01176 
-0.317555 1.84678 
-0.390426 1.17667 
0.131143 -0.0919849 
-0.415361 0.228199 
-1.07174 0.532229 
-0.907515 1.12179 
0.129359 -0.395607 
-1.44189 -1.56179 
0.0344655 -1.00843 
-0.663069 -1.03678 
0.0740815 0.278137 
-0.392501 -0.795371 
0.150343 0.0961311 
-0.598483 0.737434 
-0.707747 1.46803 
-0.548119 -1.38446 
0.0982966 0.68435 
-0.394838 0.406111 
-0.340206 -0.761339 
0.0458349 -1.76061 
-1.15133 -0.62361 
-0.414819 -1.0442 
-0.640634 -0.81696 
0.169196 -0.362069 
-0.303183 2.09673 
-0.650173 0.689422 
-1.5198 -0.821627 
-2.32602 1.5635 
-0.68717 2.9787 
-1.14366 1.54383 
-1.51858 -1.08904 
-0.814506 0.484557 
-1.55789 0.830512 
-1.00544 1.24731 
-1.54938 1.75102 
0.175219 -0.279519 
-0.710388 0.774259 
0.00897198 2.00906 
-0.757743 -1.35179 
-0.876314 -0.530403 
-1.15208 -2.14398 
0.196352 -1.03671 
0.350569 -0.303657 
0.0329423 -0.32305 
-1.04188 -0.23869 
-0.782951 1.39509 
-0.550473 -0.757491 
-1.62811 0.984577 
0.368389 -0.734892 
-1.13735 -0.021402 
-0.236705 -0.887242 
-0.468798 -1.70006 
0.354706 0.0176199 
-1.05976 -1.63095 
-1.66084 0.769621 
-0.539281 -0.0725483 
-1.03629 -1.31851 
-1.69918 1.614 
-1.53241 0.389724 
-0.8533 0.340954 
-1.57787 -0.277173 
-1.35196 0.463696 
-0.52177 0.556976 
-1.07838 -0.991381 
-0.845814 2.52965 
-1.06543 0.356568 
-1.18747 -1.02114 
-2.28497 -1.26348 
-1.89412 1.37532 
-1.46492 -0.0467012 
-0.480926 1.5427 
-1.21817 0.785979 
-0.55325 -0.170857 
-0.770355 -1.34081 
-2.43328 -0.398475 
-1.16201 -0.235239 
-0.431883 -0.0448627 
0.323131 -1.21176 
-0.291983 0.262132 
-0.328273 0.255789 
-1.28513 -0.399613 
-0.992349 -1.41396 
-1.07114 -2.45631 
-0.900344 -0.119047 
-1.44069 -2.00676 
-1.5273 1.41992 
-1.61788 1.1612 
-1.27292 -0.728991 
-1.08929 0.793891 
-0.884602 0.0327238 
-1.37573 1.3964 
-1.18002 -0.698528 
-0.795914 -0.94646 
-1.24564 1.21401 
-0.936769 -0.383798 
-1.18561 -0.813476 
-0.966183 0.453321 
-1.5716 -0.40951 
-0.862825 -0.0158734 
-0.99162 -0.547426 
-0.211519 0.124751 
-0.895553 -0.614189 
-0.836745 2.26459 
-1.24429 1.71393 
-1.76239 -0.2663 
-0.665149 -0.772703 
-2.25288 2.61112 
-1.28534 -0.632562 
-0.346225 0.889027 
-0.292395 1.27136 
-1.6549 -0.880481 
-0.732944 -0.465461 
-0.962796 0.60032 
-1.02338 1.16175 
-1.04338 1.1487 
-1.14864 2.35656 
-0.533084 -0.735461 
-1.6669 -0.643042 
-1.34971 -1.00549 
-0.794252 -0.795184 
-0.105124 -2.23749 
-0.955471 0.676738 
-1.10634 0.982974 
-0.106169 -1.94768 
-0.301113 -1.04254 
-0.300926 -0.166679 
-1.81137 1.98714 
-0.359482 2.01304 
-0.678193 -1.28182 
-0.747272 -1.28205 
-0.200668 -1.45755 
-0.477428 1.33288 
-1.82101 1.0043 
-1.76899 0.86247 
-1.20018 -0.852145 
-0.939482 -1.13018 
-1.56512 0.411952 
-0.311009 0.826543 
-2.61726 -0.210752 
-1.05266 -0.450199 
-2.03974 -1.27647 
0.0173969 -0.662836 
-0.666697 -2.42174 
-1.04014 -1.85344 
-1.36327 -1.82751 
-1.07795 1.33575 
0.95901 -0.0485026 
0.179923 -1.08293 
-0.0984259 -2.83215 
-0.517207 -3.48631 
-0.532413 -1.10737 
-0.921706 -0.515371 
-0.844308 -0.437483 
-2.45945 -3.22545 
-0.729247 1.16773 
0.241094 2.97161 
0.219946 0.0411794 
-0.645625 -0.459915 
-2.59702 -1.52868 
-1.49963 -0.671609 
-1.09764 0.976656 
-2.47133 -0.158911 
-1.76019 -0.630321 
-1.24688 -1.10436 
-0.911136 -1.22871 
-1.05927 -0.200573 
-1.26233 -0.133199 
-1.77704 -0.521916 
-1.56267 0.766888 
-1.05801 1.45198 
-1.24102 -1.2371 
-0.551441 1.52301 
-1.21065 0.130442 
-0.767526 -0.447846 
-1.41302 -0.799998 
-1.68136 -0.571183 
-2.28015 -0.139893 
-2.17539 -0.363208 
0.0212296 -0.224265 
-1.25208 2.06887 
-1.09034 0.889031 
0.211005 -1.22099 
-0.913895 -1.34369 
-1.37853 -0.965647 
-0.8347 0.806829 
-2.03949 1.08789 
-1.6153 2.01809 
-0.802199 0.206138 
-1.19737 0.290321 
-1.38283 -0.650299 
0.0864124 -0.156942 
-0.862114 -0.64728 
-0.66073 0.231065 
-1.8011 -0.0162654 
-0.909102 -0.499059 
-0.560884 1.16204 
-0.728397 1.94981 
0.148384 0.609299 
-0.630701 0.457387 
-2.19566 -0.963936 
-1.35039 2.46826 
-1.64951 1.07293 
-1.36868 3.1338 
-1.00564 -0.525401 
-1.02484 -0.357179 
-1.81409 1.03176 
-1.25116 0.425733 
-0.505851 1.74012 
-0.163843 -0.340231 
-0.88928 1.99193 
-0.355239 1.9604 
-1.43757 1.45315 
-0.808649 1.20633 
-2.57879 1.62241 
-0.643416 2.40736 
-0.941848 1.80873 
-0.381152 0.332629 
0.0224437 -0.841421 
-1.99212 3.171 
-0.512203 0.154558 
-1.08025 -0.15031 
-1.37013 0.97441 
0.412743 0.26403 
-0.0757459 2.42056 
-0.404334 0.449611 
-2.08911 1.61293 
-0.542276 -0.0620047 
-0.641994 0.830784 
-0.00337041 0.187526 
-0.0175521 0.474364 
-1.2648 -0.0745698 
-1.09826 0.456577 
-0.853359 0.140876 
-0.638339 1.50457 
-0.90044 1.92228 
-1.43876 1.30879 
-0.603136 0.105402 
-0.443706 1.3112 
-0.778713 0.322889 
-0.684868 1.36086 
-0.831084 -0.0128954 
-1.19248 -0.455384 
-0.946629 2.09149 
-0.522838 1.80055 
-0.382444 -0.207784 
-0.142673 1.83962 
0.136003 -0.709281 
-0.540477 -2.74526 
-0.0883521 -1.799 
-1.36117 0.869173 
-0.299082 -0.225536 
-0.42832 1.86669 
-1.53041 0.6704 
-0.552654 0.356777 
-0.657188 1.16585 
-0.518189 0.0351384 
-0.393759 -0.945263 
-0.183327 -1.43794 
-0.16896 -1.36011 
0.0503268 0.18699 
0.323404 0.191873 
0.233146 -0.0802436 
-0.857192 0.713514 
-1.76548 -1.09446 
-1.34993 -0.260065 
0.0372573 -0.268615 
-0.681524 -1.31934 
-0.873652 -0.93915 
0.015002 0.493241 
-0.424532 -0.150835 
-0.885042 -0.703541 
-0.918642 0.52774 
-0.141457 0.171885 
-1.19172 0.036044 
-0.770462 0.590912 
-0.201361 1.68247 
-1.26955 1.27227 
0.487607 -0.0322134 
-1.01293 -1.19359 
-1.51334 -1.24031 
-1.17647 -1.43592 
-1.50697 1.13415 
-0.336058 0.784345 
0.0143221 1.4154 
-1.79767 1.49397 
-1.43834 0.69316 
-1.47161 -1.06583 
-1.04263 2.02662 
-1.43418 1.05266 
-3.51376 -0.648342 
-0.948131 0.318423 
-0.224565 0.199163 
-0.631318 0.295358 
-1.59457 0.653871 
-1.24455 0.494678 
-0.422423 -1.49359 
-0.904754 -0.4346 
-0.314976 0.100086 
-0.48873 -0.685194 
-0.927971 0.964867 
-0.570852 -0.913046 
-0.697098 -1.94963 
-0.340818 -1.57257 
-1.45567 -0.307538 
-0.242417 0.21651 
-0.708171 -0.979657 
-1.26281 -2.68917 
0.90902 -1.56423 
0.528996 -1.41934 
-0.337103 -0.994111 
-1.38445 0.76061 
-0.415855 1.44123 
-0.270874 -0.906188 
0.212873 1.51848 
-0.193543 -1.31688 
-2.62509 -2.20609 
0.120718 0.810703 
-1.07511 -0.11423 
-0.163813 -1.43178 
-0.591008 -0.683469 
0.328425 -0.0150235 
-0.47599 0.240389 
-0.379746 0.456745 
-0.153059 -2.17757 
-1.54932 -0.231632 
-1.80231 0.736245 
-0.999501 0.525422 
-1.90573 -2.14069 
0.737347 0.245999 
-0.89046 0.977063 
-0.323641 0.449853 
